,count,inflections
b,91,"B, bs, b"
mahal,1,mahal
==anthropology==,7,==Anthropology==
youth,61,"youth, youths"
2025,1,2025
lumindol,1,lumindol
//www.libchrist.com/bible/howsexsin.html,13,//www.libchrist.com/bible/howsexsin.html
stoler|year,7,Stoler|year
|date=2011-09-26,1,|date=2011-09-26
also==,14,"also==, Also=="
blanch,19,blanche
mountain,2,mountains
built,45,built
commentari,40,commentary
k.,90,K.
troublesom,1,troublesome
===physiolog,1,===Physiological
caesar,36,Caesar
build,59,"building, build, builds"
36947,1,36947
mose,42,Moses
distribut,7,distribution
traditions.,7,traditions.
previou,31,previous
nihilism|error,25,nihilism|error
most,248,"most, Most"
kilikili,1,kilikili
litund,1,litund
-section,1,-section
ka,14,KA
kk,4,kk
humanitarian,8,humanitarianism
ko,18,ko
weigh,11,"weigh, weighing"
ky,2,ky
==neuroscientif,8,==Neuroscientific
western,62,"Western, Westerners, western"
|location=baltimor,53,|location=Baltimore
maàt,1,Maàt
morality===,7,"morality===, Morality==="
particularli,32,particularly
user:86.29.84.34|86.29.84.34,1,User:86.29.84.34|86.29.84.34
fine,16,fine
find,68,"findings, finding, find"
ambit,1,ambition
merger,1,merger
ruin,1,ruin
kaznatcheev,15,Kaznatcheev
8,65,8
952-958,17,952-958
religon,1,religon
express,157,"express, expressed, expressing, expresses, expressions, expression"
theft,2,theft
"obligation,",1,"obligation,"
resoci,2,resocialized
society|title=cross-n,53,Society|title=Cross-National
common,252,"common, commonalities, Commons"
gospel,1,Gospel
reserv,44,reserving
section|date=august,7,section|date=August
expert,1,experts
macgregor,1,Macgregor
someth,68,something
debat,69,"debated, debates, Debate, Debates, debate"
subscript,3,Subscript
experi,94,"experiments, experiment, experiences, experience"
altern,51,"Alternatively, alternative, alternate, alternatives"
fitness.,6,fitness.
2010-09-09,23,2010-09-09
purity/sanct,20,purity/sanctity
popul,62,"populations, population"
sultan,2,Sultan
annual,8,annual
|first=keith,7,|first=Keith
grudg,1,grudges
|publisher=metaphys,7,|publisher=Metaphysics
alot,6,alot
dualist,2,"Dualist, dualist"
ingroup/outgroup,88,ingroup/outgroup
lolwoman.jpg|thumb|sho,1,Lolwoman.jpg|thumb|Sho
simpli,125,"Simply, simply"
elliot,16,Elliot
point,61,"points, pointing, point, pointed"
263–274,13,263–274
suppli,45,supply
lang|la|moralita,85,"Lang|la|moralitas, lang|la|moralitas"
contenti,15,contentious
throughout,99,throughout
“right”,2,“right”
ravag,1,ravages
further|,8,Further|
secret,1,Secret
compuls,18,"compulsions, compulsion"
gay,726,"GAY, gay"
16-year-old,1,16-year-old
ecosystem,1,ecosystem
understand,128,"understands, understandings, understandable, understand, Understanding, understanding"
bioethic,17,Bioethics
subjectiv,25,subjectivism
2ic,1,2IC
//www.examinethetruth.com/page_morale_01.htm,37,//www.examinethetruth.com/page_morale_01.htm
/kitchen/,1,/kitchen/
bild,1,bilde
politician,7,"politicians, Politicians"
/small,3,/small
bill,34,Bill
heya,1,heya
fun,1,Fun
anonym,1,anonymous
everyon,19,"everyone, Everyone"
prejudic,29,prejudice
978-0-19-280442-6|page=,38,978-0-19-280442-6|page=
author=conroy,15,author=Conroy
itself,95,itself
virtu,180,"Virtue, virtue, Virtues, virtues"
education|criminolog,26,education|criminology
==religion,6,==Religion
harm/car,43,"harm/care, Harm/Care"
wherein,1,wherein
itori,1,itorial
s—sometim,1,s—sometimes
hahahahahhaamuhahahahaha,1,HAHAHAHAHHAAMUHAHAHAHAHA
==religios,1,==Religiosity
jews|money,1,Jews|money
''charact,17,''Character
moment,7,"moments, moment"
timid,1,timid
978-0-8147-9714-3|page=,7,978-0-8147-9714-3|page=
task,8,task
"influenced,",1,"influenced,"
entri,17,"entry, ENTRY"
y,29,"Y, y"
tast,4,"Taste, tastes"
spend,8,"spend, spends"
super-ego,16,super-ego
mom,5,mom
dishonesti,1,dishonesty
"matter,",2,"matter,"
15:11,4,15:11
shape,67,shape
world,90,"world, World"
cut,1,cutting
impeed,1,impeeding
sourca,1,sourca
snap,2,snap
conceiv,22,"conceive, conceived, conceivable"
persuas,9,persuasive
humanism|humanist,27,humanism|Humanist
squawk,2,squawking
big,20,big
nytim,1,nytimes
bia,1,bias
judgement,8,"judgement, judgements"
bit,1,bit
princip,47,principal
in-group/out-group,23,in-group/out-group
foolish,2,foolish
transgress,3,transgression
==gallery==,1,==Gallery==
often,548,"often, Often"
back,10,"back, Back"
miller|first,7,Miller|first
"virtue,",6,"virtue,"
mirror,47,"mirror, Mirror"
nietzch,1,Nietzche
areas===,4,areas===
//churian.org/index.htm,1,//churian.org/index.htm
chamber,1,Chambers
pet,5,"Pet, pets"
per,3,per
mathemat,5,"mathematical, Mathematical"
larg,32,"large, largely"
non-believ,8,"non-believers, Non-Believers"
reproduc,20,reproduce
boethiu,1,Boethius
constru,6,construe
"example,",10,"example,"
use,432,"use, used, useful, Use, uses, Usefulness, using, usefulness"
patienc,3,Patience
example:,28,example:
impos,98,"imposes, imposed, imposing, impose"
ireneo,1,ireneo
elucid,24,elucidate
good|,2,good|
drama,3,drama
chomski,62,Chomsky
quintessenti,1,Quintessential
predat,6,predation
criminolog,67,"Criminology, criminology"
kant|kant,45,Kant|Kant
bankruptci,24,bankruptcy
steven,1,steven
lesson,1,lesson
doi=10.2307/1384608,5,doi=10.2307/1384608
inclus,40,inclusive
stephen|year=,1,Stephen|year=
erranc,1,errancy
|last4=,17,|last4=
stace|title=,1,Stace|title=
includ,428,"including, included, include, includes"
forward,27,forward
|authorlink=michael,16,|authorlink=Michael
sdt,1,SDT
out-group===,10,out-group===
|doi=10.1023/a:1020611606754,26,|doi=10.1023/A:1020611606754
'good,9,'good
"pichon,",1,"PICHON,"
cooperation.,2,cooperation.
isra,1,Israeli
i-xx.,20,I-XX.
planet,3,planet
're,10,'re
===descript,14,===Descriptive
constant,13,constant
"second,",4,"second,"
''wild,14,''Wild
cruelti,5,cruelty
prevail,18,prevailed
biology==,1,biology==
%,129,%
asymmetr,1,asymmetric
fjijfmv,1,fjijfmv
underweight,1,underweight
utterli,1,utterly
lend,33,"lending, lend"
pape,1,pape
"chapouthier|chapouthier,",1,"Chapouthier|Chapouthier,"
21365,1,21365
desert,8,Desert
deserv,20,"deserve, deserving, deserves"
monin,24,Monin
oppress,3,Oppression
2002,17,2002
tradeoff,10,tradeoffs
2000,44,2000
2001,57,2001
2006,179,2006
2007,161,2007
2004,73,2004
2005,114,2005
2008,172,2008
2009,56,2009
definit,260,"definitional, Definition, definitive, definition, definitions"
oft-cit,1,oft-cited
—use,1,—used
sigmund,16,Sigmund
privat,64,private
quarterli,95,Quarterly
|title=golden,16,|title=golden
naughtiness/nic,1,naughtiness/niceness
conspicu,2,conspicuous
becam,3,became
maryland,1,Maryland
passiv,15,passive
objet,1,objetively
|last=chomski,12,|last=Chomsky
11:33,1,11:33
397–410|issn=,13,397–410|issn=
inhibition|inhibit,10,inhibition|inhibition
volum,155,"volume, Volume"
debilitatingli,3,debilitatingly
===the,1,===The
molar,1,molars
rede,11,Rede
mirror-neuron,18,Mirror-neurons
1086,1,1086
1083,1,1083
kohlberg|kohlberg,2,Kohlberg|Kohlberg
1088,1,1088
33-43.,5,33-43.
neuron|mirror,5,neuron|mirror
"absolute,",1,"absolute,"
unreferenced|date=march,1,Unreferenced|date=March
chicago,28,Chicago
resembl,10,resemble
access,30,access
impuls,15,impulse
peggi,16,Peggy
443,1,443
trompenaars|title=,1,Trompenaars|title=
bodi,15,"body, bodies"
sink,6,sink
storytel,2,storytelling
implicit,23,implicit
39,3,39
38,15,38
33,3,33
32,31,32
31,24,31
30,21,30
36,1,36
34,36,34
shemale|androgyn,1,shemale|androgynous
red_delicious_and_cross_section.jpg|800px,1,Red_delicious_and_cross_section.jpg|800px
earli,41,early
climb,2,climb
honor,16,"honorable, honor"
foundat,55,"foundation, Foundations"
geohistor,34,geohistorical
==notes==,5,==Notes==
''right,26,''right
websit,2,"website, websites"
cleanup-date|jun,2,cleanup-date|June
advoc,9,advocate
chu,36,Chu
===brain,4,===Brain
trait,13,traits
see|good_and_evil,1,see|Good_and_evil
train,19,train
20love,9,20Love
name=,217,name=
account,31,"account, accounted"
arrahim,1,arrahim
f,7,F
gabriel,17,Gabriel
wordiq,9,WordIQ
cambridg,41,Cambridge
masilang,2,MASILANG
obvious,3,obviously
aliv,16,alive
reveiw,2,reveiw
e.g.,17,e.g.
أخلاقيات,9,أخلاقيات
gnostic,44,Gnosticism
pov|date=may,6,POV|date=May
yeaaah,1,Yeaaah
pichon,45,PICHON
onlin,59,"online, Online"
well-b,21,well-being
contempt,4,contempt
forese,1,foreseeable
laundry.jpg|keep,1,Laundry.jpg|Keep
nonbeliever|last=,31,Nonbeliever|last=
subconsciousness|subconsci,25,subconsciousness|subconsciously
democraci,145,"democracies, Democracies, democracy"
pscyhopath|psychopathi,1,pscyhopath|psychopathy
de,56,"de, De"
appro,1,Appro
klan,1,Klan
philosophi,670,"Philosophy, philosophy"
physic,2,"physically, physical"
correspond,59,"corresponding, correspond"
chief,3,chief
larson,30,Larson
shytt,1,shytt
austrian,1,Austrian
bunch,1,bunch
le,91,"Less, less"
stimulation===,5,stimulation===
la,6,"La, la"
lo,1,lo
wowthatsfuckedup.gif|how,1,Wowthatsfuckedup.gif|How
philosophy|phenomenon,3,philosophy|phenomenon
lv,30,lv
lt,41,lt
willing,1,willingness
0110a.jpg|250px,1,0110A.jpg|250px
weber,12,Weber
differentsof,1,differentsof
junction,23,junction
greater,68,greater
hedon,1,hedonism
spell,1,spelling
mention,1,mention
daw,1,daw
day,4,"day, days"
131-147.,3,131-147.
strive,2,striving
l.,125,L.
===neuroimag,5,===Neuroimaging
"least,",1,"least,"
astronom,6,astronomical
februari,13,February
disregard,28,"disregard, disregarding, disregarded"
“one,7,“One
intellig,30,"intelligence, intelligent"
einstein,1,Einstein
aristotelianism|aristotelian,23,Aristotelianism|Aristotelian
the-distinction-between-ethics-and-mor,3,the-distinction-between-ethics-and-morals
fluctuat,44,fluctuates
sexual,104,"sexuality, sexually, Sexual, sexual"
matt,6,"Matt, MATT"
redirect|appropriate||appropri,22,"redirect|Appropriate||Appropriation, Redirect|Appropriate||Appropriation"
defend,39,defend
defenc,1,defence
stub,1,stub
mate,1,mates
rel,136,"relative, Relative, relativity, relatively"
''complet,28,''Complete
''complex,8,''Complex
ref,1902,"ref, Ref"
defens,2,"defense, defensive"
math,11,math
clarifi,7,"Clarify, clarifies"
jessica,28,Jessica
insid,12,inside
charit,6,charitable
invas,50,invasion
likelihood,47,likelihood
afterward,1,afterward
self-defens,20,self-defense
chicken,1,chicken
mortal,19,"mortality, Mortality"
south,34,South
==impact,2,==Impact
immoratalityl,1,Immoratalitylity
suggests.,1,suggests.
sacr,2,sacred
unaid,9,unaided
ancient,40,"Ancient, ancient"
monkey,4,"Monkey, monkeys, monkey"
poooooooooooooooooooooooooooooooooooooppppppppppppppppppppppooooooooooooooop,1,POOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOPPPPPPPPPPPPPPPPPPPPPPOOOOOOOOOOOOOOOP
messag,6,message
vagina,5,"vaginas, vagina"
last=vedantam,10,last=Vedantam
978-0748623303,14,978-0748623303
preordain,1,preordained
behavior”.,28,behavior”.
nobodi,5,nobody
wrass,2,"wrasses, wrasse"
structur,19,"structures, structure"
charact,113,"Character, character"
sweden,7,Sweden
anthropologist,57,"Anthropologists, anthropologists"
shakespear,2,Shakespeare
piff,5,Piff
|last2=,21,|last2=
hava,1,hava
oxford|isbn=,74,Oxford|isbn=
have,945,"Have, have, HAVE, having, Having, HAVING"
throat,1,throats
|last6=,9,|last6=
|issue=,20,|issue=
mix,35,mix
867–80,1,867–80
0-078-03824-3,5,0-078-03824-3
unless,3,"Unless, unless"
"asks,",2,"asks,"
eight,1,eight
homogen,34,homogenous
clive,28,Clive
mi:,1,MI:
occasion,8,occasionally
area.,14,area.
|volume=46,27,|volume=46
overfe,1,OVERFEED
text,128,"texts, text, Text"
empir,87,"empirics, empirical, Empirical"
economist|accessdate=5,3,Economist|accessdate=5
id=tlsizyfr08ic|year=2011,6,id=tLsIzyFR08IC|year=2011
woodpeck,1,woodpeckers
categor,73,"categorize, categorically, categorical"
madman,1,madman
satan,1,Satan
phil|publisher=,1,Phil|publisher=
marangatu,2,Marangatu
inferior,11,"Inferior, inferior"
2010-06-18,17,2010-06-18
aker,30,Akers
unhelp,1,unhelpful
beat,2,"beat, beats"
disagre,5,disagree
bear,1,bear
regularli,1,regularly
accessdate=2010,1,accessdate=2010
251-266,17,251-266
bead,1,BEAD
organ,28,"organisms, organization, organism, organs"
integr,9,integrity
psychology|evolutionari,76,"psychology|evolutionary, psychology|Evolutionary"
dawkin,25,Dawkins
conform,170,"CONFORM, conform, conforms, conforming, conformity, Conformity, conformes"
|chapter=transcend,17,|chapter=Transcendent
we,633,"we, We"
–,11,–
17:55,1,17:55
reform,46,reform
pattern,3,patterns
boundari,57,boundary
pinker,24,Pinker
wtf|annoy,1,WTF|annoying
progress,4,progress
vicari,37,vicariously
patholog,1,pathology
ph.d.,6,Ph.D.
facepalm,1,Facepalm
franc,9,"france, France"
instant,3,instant
equal,34,"equally, equality, Equality, equal, equals"
instanc,33,"instance, instances"
rape—ar,5,rape—are
|valu,42,|values
"values,",1,"values,"
comment,18,"comment, COMMENT, commentator, Comment"
essay|section|date=march,1,essay|section|date=March
runescap,3,"runescape, RUNESCAPE"
guidelin,21,"guidelines, guideline"
|year=2004,11,|year=2004
|year=2005,27,|year=2005
ab,1,AB
laugh,9,"Laughing, laugh"
|year=2003,27,|year=2003
unreferenc,7,"unreferenced, Unreferenced"
luiginolikepasta.png|thumb|daisi,1,LuigiNoLikePasta.png|thumb|Daisy
proscript,110,"proscriptive, proscriptions"
ah,2,"ah, Ah"
cop,3,"cops, Cops"
accentu,1,accentuate
vagina.|,1,vagina.|
assert,9,"assert, asserts"
bull,3,bull
sicat,1,sicat
overwhelmingli,20,overwhelmingly
lovemak,1,lovemaking
determinist,1,deterministic
//www.rationology.net,12,//www.rationology.net
virtual,2,virtually
defin,462,"defined, Defining, defines, defining, define"
ill,9,"illnesses, ill"
"studies,",1,"studies,"
e.|date=,9,E.|date=
almost,51,almost
dissent,1,dissent
//www.springerlink.com/content/a8926q746t212727/,10,//www.springerlink.com/content/a8926q746t212727/
substanti,14,substantially
lewin|lewin,1,Lewin|Lewin
partner,1,partners
//socialworkerdiaries.blogspot.in/,1,//socialworkerdiaries.blogspot.in/
up-as-i-go-along,1,up-as-I-go-alongism
justice/fair,5,justice/fairness
inversli,2,inversly
401|,5,401|
‘flexible’,55,‘flexible’
fabl,3,fable
infer,19,"inferity, inference, Inferity"
partner=rssuserland,14,partner=rssuserland
selfish,50,"selfish, Selfish, selfishness"
iou,1,IOUs
blow|issu,1,blow|issues
judgment,192,"judgmental, Judgments, judgments, judgment"
retard,1,retard
center,15,centered
''social,18,''social
nevertheless,16,nevertheless
13703,1,13703
weapon,46,weapons
sharia|islam,40,Sharia|Islamic
antonio,9,Antonio
thought,43,"thought, thoughts, thoughtfulness"
retart,1,retarted
choos,73,"choose, choosing"
alli,27,allied
wrong|right,1,wrong|right
usual,188,"Usually, usually, usual"
clinic,1,Clinical
10.1111/j.1533-8525.2006.00042.x,4,10.1111/j.1533-8525.2006.00042.x
taxpayer’,27,taxpayer’s
yeeeeeewwww,1,yeeeeeewwww
griffith,7,Griffith
wether,4,wether
1111,2,1111
"28,",1,"28,"
add,9,"add, Add, ADD"
au/ethics-vs-morality-the-distinction-between-ethics-and-morals/,1,au/ethics-vs-morality-the-distinction-between-ethics-and-morals/
citizen,3,citizens
match,1,matched
realiz,3,"realized, realize"
insert,36,"Insert, insert"
like,164,"like, likely, likes, liking, Like, LIKES"
success,71,"success, successful, successfully"
doctrin,20,doctrine
道徳,47,道徳
道德,43,道德
hair,2,hair
proper,175,"properness, Proper, proper"
hypothes,75,"hypothesized, hypothesizes"
simon|year=,5,Simon|year=
id=eevvwacmbaac,17,id=eevvWAcMBaAC
==men-women,1,==Men-Women
worthi,1,worthy
host,30,"host, hosting"
reveng,2,revenge
although,191,"Although, although"
vengeanc,11,"Vengeance, vengeance"
panel,3,Panel
about,312,"about, ABOUT"
actual,168,"ACTUALLY, actual, actually"
justin,1,Justin
justic,228,"Justice, justice"
goodness_and_value_theori,1,Goodness_and_value_theory
justif,87,justification
discard,1,discard
predictor,26,Predictor
university|year=2006|,30,University|year=2006|
vocabulari,1,Vocabulary
guard,1,guard
doesnt,1,DOESNT
t0xokih8jjm,1,T0xoKiH8JJM
1987,30,1987
1984,44,1984
1982,45,1982
1980,1,1980
*higgin,7,*Higgins
hehuqanzpf0,1,HeHUQAnzpF0
j.1468-5906.2005.00296.x,1,j.1468-5906.2005.00296.x
buy,3,"buy, buying"
unexpect,9,unexpected
but,435,"But, but"
colley1,19,colley1
bum,1,bum
//photobucket.com,2,//photobucket.com
bug,1,bug
bud,1,bud
wise,4,wise
wish,25,"wished, wishes, WISHES, wish"
j,81,"J, j"
flip,2,flipped
origin_of_the_concept,1,Origin_of_the_concept
etiolog,30,etiology
dure,21,during
pic,1,pic
"judgements,",1,"judgements,"
antithesi,3,antithesis
period|,1,Period|
kitchen.jpg|go,1,kitchen.jpg|Going
probabl,21,probably
49,14,49
413–22,1,413–22
44,92,44
detail,44,"detail, details"
news|,10,news|
relativ,210,"relativism, Relativism"
religion|religios,18,religion|religiosity
"indeed,",3,"indeed,"
fervor,16,fervor
/font,17,/font
'live,4,'living
4|,5,4|
|date=,13,|date=
bechara,9,Bechara
|publisher=enrichmentjournal.ag.org,12,|publisher=Enrichmentjournal.ag.org
pinatubo,1,pinatubo
hatr,26,"Hatred, hatred"
group-liv,23,group-living
sleep,5,sleep
ei=eic1snoie4uwyattmaj2bg,17,ei=EIC1SNOiE4uWyATTmaj2Bg
hate,2,hate
'incorrect,1,'incorrect
vile,1,vile
|last,1,|last
psychology|accept,1,psychology|Acceptance
concret,25,"concrete, concretely"
340,1,340
|title=mor,6,|title=Morality
update-sect,1,update-section
under,74,"Under, under"
pride,6,pride
3|pages=,29,3|pages=
halachah|,1,Halachah|
everi,11,"Every, every"
risk,1,risk
|first,1,|first
rise,106,rise
jack,1,Jack
quantit,10,quantitative
duboi,1,Dubois
school,9,"school, schools, School, SCHOOL"
intro-,1,intro-
degeneraci,2,"Degeneracy, degeneracy"
religion|year=1973|publisher=mcgraw-hill|url=http,7,religion|year=1973|publisher=McGraw-Hill|url=http
enjoy,30,"enjoy, ENJOY, enjoyment, enjoyed"
authorlink,58,authorlink
wenceslao,1,Wenceslao
book|last=trompenaars|first=fons|authorlink=fon,5,book|last=Trompenaars|first=Fons|authorlink=Fons
direct,13,"directions, direct"
|inbreed,1,|inbreeding
n,2,"n, N"
anti-realism===,13,anti-realism===
znet,18,"znet, ZNet"
blue,3,blue
//mulliganstew.wordpress.com/2006/08/16/virtues-and-values/,1,//mulliganstew.wordpress.com/2006/08/16/virtues-and-values/
hide,16,hiding
christ,1,Christ
lunit,2,lunitic
poison,1,poisonous
//www.zmag.org/znet/viewarticle/11934,11,//www.zmag.org/znet/viewArticle/11934
conduct,420,"conducted, conducts, conduct, Conduct"
divorec,2,divorece
smells.gif|women,1,smells.gif|Women
"general,",1,"general,"
liberti,5,"liberty, Liberty"
asymmetri,3,"asymmetry, asymmetries"
jkfhdh,1,jkfhdh
path,51,"Path, path"
forum,55,"forums, Forum"
evolution===,1,evolution===
fogarti,1,fogarty
precis,34,precisely
|quote=,8,|quote=
portabl,32,Portable
dictionari,134,"dictionary, Dictionary"
describ,62,"describes, described, Describing, describe, describing"
would,554,"Would, would"
m.,35,M.
burdett,43,Burdette
sammich,2,"SAMMICH, sammich"
nontheist,2,nontheistic
remark,9,"remark, remarkable, remarkably"
unrestrain,1,unrestrained
10.1073/pnas.0914826107,7,10.1073/pnas.0914826107
ventromedi,30,ventromedial
phone,1,phone
//oxforddictionaries.com/definition/mor,1,//oxforddictionaries.com/definition/moral
off-topic|ethics|date=march,1,Off-topic|Ethics|date=March
|the,2,"|the, |The"
diment,1,dimentional
must,37,"Must, must"
shoot,1,shoots
peterson,36,Peterson
look|first,1,Look|first
mn,3,mn
mi,29,MI
mk,23,mk
mu,1,mus
norm,636,"normative, Norms, norm, norms, Normative, Norm"
mr,4,Mr
my,83,"MY, my, My"
quarrel,6,quarreling
second|last1=,2,Second|last1=
dolphin,14,dolphins
enrichmentjournal1,19,enrichmentjournal1
attract,46,"attracted, attraction, attract, attracting"
38–47,13,38–47
end,50,"ends, end, End, ending"
stride,1,stride
widespread,62,widespread
ancestor,7,ancestors
