,added,deleted,added - deleted,abs(added - deleted)
الإنساني,2.0,2.0,0.0,0.0
البعد,2.0,2.0,0.0,0.0
التزامات,2.0,2.0,0.0,0.0
التطبيق,2.0,2.0,0.0,0.0
الجدار,2.0,2.0,0.0,0.0
الجدر,2.0,2.0,0.0,0.0
الدين,2.0,2.0,0.0,0.0
الذي,2.0,2.0,0.0,0.0
السلوك,2.0,2.0,0.0,0.0
العامة,2.0,2.0,0.0,0.0
العلاقات,2.0,2.0,0.0,0.0
العلمي،,2.0,2.0,0.0,0.0
الفرد,2.0,2.0,0.0,0.0
القانونية,2.0,2.0,0.0,0.0
القدم,2.0,2.0,0.0,0.0
اللفظتين,2.0,2.0,0.0,0.0
المثاليات,2.0,2.0,0.0,0.0
المجتمع,2.0,2.0,0.0,0.0
المسؤولية,2.0,2.0,0.0,0.0
المستجدات،,2.0,2.0,0.0,0.0
المعتقدات,2.0,2.0,0.0,0.0
المعنوي,2.0,2.0,0.0,0.0
الموجهة،,2.0,2.0,0.0,0.0
الناس,2.0,2.0,0.0,0.0
الناس،,2.0,2.0,0.0,0.0
الواجبات,2.0,2.0,0.0,0.0
اليوناني,2.0,2.0,0.0,0.0
اليونانيdeonto,2.0,2.0,0.0,0.0
بداخلها,2.0,2.0,0.0,0.0
بصفة,2.0,2.0,0.0,0.0
بما,2.0,2.0,0.0,0.0
بها،,2.0,2.0,0.0,0.0
تتخلل,2.0,2.0,0.0,0.0
تتكون,2.0,2.0,0.0,0.0
تتم,2.0,2.0,0.0,0.0
تجاوزها،,2.0,2.0,0.0,0.0
تسعى,2.0,2.0,0.0,0.0
تضع,2.0,2.0,0.0,0.0
تعتز,2.0,2.0,0.0,0.0
تعرف,2.0,2.0,0.0,0.0
تلقينها,2.0,2.0,0.0,0.0
تم,2.0,2.0,0.0,0.0
جملة,2.0,2.0,0.0,0.0
حسب,2.0,2.0,0.0,0.0
حياة,2.0,2.0,0.0,0.0
حيث,2.0,2.0,0.0,0.0
خصوصية,2.0,2.0,0.0,0.0
خلق,2.0,2.0,0.0,0.0
دراسة،,2.0,2.0,0.0,0.0
دولة,2.0,2.0,0.0,0.0
ضوء,2.0,2.0,0.0,0.0
طقما,2.0,2.0,0.0,0.0
عدم,2.0,2.0,0.0,0.0
عرفيا،,2.0,2.0,0.0,0.0
علم,2.0,2.0,0.0,0.0
عن,2.0,2.0,0.0,0.0
عنصرا,2.0,2.0,0.0,0.0
فعله,2.0,2.0,0.0,0.0
فمنذ,2.0,2.0,0.0,0.0
فيتخلف,2.0,2.0,0.0,0.0
قيما،,2.0,2.0,0.0,0.0
كلمة,2.0,2.0,0.0,0.0
كما,2.0,2.0,0.0,0.0
لأن,2.0,2.0,0.0,0.0
لإزالة,2.0,2.0,0.0,0.0
لتنظيم,2.0,2.0,0.0,0.0
لعلم,2.0,2.0,0.0,0.0
للأخلاق,2.0,2.0,0.0,0.0
للسلوك،,2.0,2.0,0.0,0.0
للمعاني,2.0,2.0,0.0,0.0
لنفسه,2.0,2.0,0.0,0.0
لها,2.0,2.0,0.0,0.0
ما,2.0,2.0,0.0,0.0
مرادف,2.0,2.0,0.0,0.0
مستخلصة,2.0,2.0,0.0,0.0
معا,2.0,2.0,0.0,0.0
معايير,2.0,2.0,0.0,0.0
معينة,2.0,2.0,0.0,0.0
مكيفا،,2.0,2.0,0.0,0.0
مهنية,2.0,2.0,0.0,0.0
نظرية،,2.0,2.0,0.0,0.0
نفسه،,2.0,2.0,0.0,0.0
هذا,2.0,2.0,0.0,0.0
هذه,2.0,2.0,0.0,0.0
وlogo,2.0,2.0,0.0,0.0
والذي,2.0,2.0,0.0,0.0
والقيم،,2.0,2.0,0.0,0.0
والواقعي,2.0,2.0,0.0,0.0
وباللغة,2.0,2.0,0.0,0.0
وتدريسها،,2.0,2.0,0.0,0.0
وتعديلها,2.0,2.0,0.0,0.0
وتعليمها،,2.0,2.0,0.0,0.0
وتعمل,2.0,2.0,0.0,0.0
وتعني,2.0,2.0,0.0,0.0
وتقيم,2.0,2.0,0.0,0.0
وتكون,2.0,2.0,0.0,0.0
وجعله,2.0,2.0,0.0,0.0
وضع,2.0,2.0,0.0,0.0
وقانونيا,2.0,2.0,0.0,0.0
وكلمة,2.0,2.0,0.0,0.0
ومبادئ,2.0,2.0,0.0,0.0
ومجردة,2.0,2.0,0.0,0.0
ومن,2.0,2.0,0.0,0.0
وواجبات,2.0,2.0,0.0,0.0
ويتم,2.0,2.0,0.0,0.0
وينبغي,2.0,2.0,0.0,0.0
يجب,2.0,2.0,0.0,0.0
يدرس,2.0,2.0,0.0,0.0
يديرها,2.0,2.0,0.0,0.0
يضعها,2.0,2.0,0.0,0.0
يعتبرها,2.0,2.0,0.0,0.0
يعني,2.0,2.0,0.0,0.0
يوافق,2.0,2.0,0.0,0.0
“cheating”,2.0,2.0,0.0,0.0
“philosophy”,2.0,2.0,0.0,0.0
‪norsk,2.0,2.0,0.0,0.0
‬,2.0,2.0,0.0,0.0
學,2.0,2.0,0.0,0.0
''3-29,1.0,1.0,0.0,0.0
''cambridg,1.0,1.0,0.0,0.0
''eudaimonia,1.0,1.0,0.0,0.0
''lexington,1.0,1.0,0.0,0.0
''on-top,1.0,1.0,0.0,0.0
''onislam.net,1.0,1.0,0.0,0.0
''philadelphia,1.0,1.0,0.0,0.0
''philosoph,1.0,1.0,0.0,0.0
''some,1.0,1.0,0.0,0.0
''spinoza,1.0,1.0,0.0,0.0
''to,1.0,1.0,0.0,0.0
''when,1.0,1.0,0.0,0.0
'a,1.0,1.0,0.0,0.0
'garrison,1.0,1.0,0.0,0.0
'hoppi,1.0,1.0,0.0,0.0
'murica,1.0,1.0,0.0,0.0
'non,1.0,1.0,0.0,0.0
'right,1.0,1.0,0.0,0.0
'star,1.0,1.0,0.0,0.0
'summum,1.0,1.0,0.0,0.0
'wow,1.0,1.0,0.0,0.0
'wrong,1.0,1.0,0.0,0.0
*activ,1.0,1.0,0.0,0.0
*dolphin,1.0,1.0,0.0,0.0
*gibbon,1.0,1.0,0.0,0.0
*prima,1.0,1.0,0.0,0.0
*reject,1.0,1.0,0.0,0.0
*triplett,1.0,1.0,0.0,0.0
*wolv,1.0,1.0,0.0,0.0
+,1.0,1.0,0.0,0.0
-_-,1.0,1.0,0.0,0.0
-my-lifetim,1.0,1.0,0.0,0.0
-pleas,1.0,1.0,0.0,0.0
..bluh,1.0,1.0,0.0,0.0
..freebandz,1.0,1.0,0.0,0.0
..hahahaha,1.0,1.0,0.0,0.0
.i,1.0,1.0,0.0,0.0
.mi,1.0,1.0,0.0,0.0
.pdf,1.0,1.0,0.0,0.0
.peac,1.0,1.0,0.0,0.0
.smoke,1.0,1.0,0.0,0.0
.theori,1.0,1.0,0.0,0.0
//////,1.0,1.0,0.0,0.0
//all-ethics.info/enrons_ultimate_victim_ethics_paul_shearstone.html,1.0,1.0,0.0,0.0
//anti-procreationmovement.blogspot.com/,1.0,1.0,0.0,0.0
//dismalrealities.com/moralsandethics.aspx,1.0,1.0,0.0,0.0
//en.wikipedia.org/wiki/christian_hedon,1.0,1.0,0.0,0.0
//en.wikipedia.org/wiki/eth,1.0,1.0,0.0,0.0
//ethicas.org/,1.0,1.0,0.0,0.0
//familyskinnydippers.com/public/morality.php,1.0,1.0,0.0,0.0
//farrightwing.blogspot.com/,1.0,1.0,0.0,0.0
//h1.ripway.com/lifeprayercast/forgiveness.pdf,1.0,1.0,0.0,0.0
//home.sprynet.com/~owl1/ethics.htm,1.0,1.0,0.0,0.0
//hu.wikipedia.org/wiki/etika_,1.0,1.0,0.0,0.0
//jewellery.php5,1.0,1.0,0.0,0.0
//jewellery.php5.cz/bracelet/bracelet-cuff-silver.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/bracelet/bracelet-cut-diamond-link-silver.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/bracelet/bracelet-david-yurman.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/bracelet/bracelet-diamond-fashion.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/bracelet/bracelet-diamond-gold-sapphire-white.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/bracelet/bracelet-diamond-man-titanium.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/bracelet/bracelet-diamond-silver.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/bracelet/bracelet-diamond-tennis.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/diamond/neil-diamond-greatest-hit.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/diamond/neil-diamond-heartlight.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/diamond/neil-diamond-home-page.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/diamond/neil-diamond-hot-august-night.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/diamond/neil-diamond-in-concert.html,1.0,1.0,0.0,0.0
//jewellery.php5.cz/diamond/neil-diamond-jewish.html,1.0,1.0,0.0,0.0
//klice.co.uk/index.php/resources/ethics-in-brief,1.0,1.0,0.0,0.0
//moralsandethics.wordpress.com,1.0,1.0,0.0,0.0
//moralsandethics.wordpress.com/,1.0,1.0,0.0,0.0
//mulliganstew.wordpress.com/2006/08/16/virtues-and-values/,1.0,1.0,0.0,0.0
//papers.ssrn.com/sol3/papers.cfm,1.0,1.0,0.0,0.0
//philosophy-forums.com/index.php,1.0,1.0,0.0,0.0
//philosophytalk.org/ethicsinwar.htm,1.0,1.0,0.0,0.0
//philosophytalk.org/pastshows/moraldilemmas.htm,1.0,1.0,0.0,0.0
//psychcentral.com/lib/2006/shame-the-quintessential-emotion/,1.0,1.0,0.0,0.0
//rcuwtv-dev-01.ast.cac.washington.edu:20000/prog/displayevent.aspx,1.0,1.0,0.0,0.0
//rejectshame.r2bw.com/rsabuse.html,1.0,1.0,0.0,0.0
//swami-center.org/en/chpt/jesusteaching/page_20.shtml,1.0,1.0,0.0,0.0
//the-inner-circle.org/writings/jc.html,1.0,1.0,0.0,0.0
//todaysbestgames.com/,1.0,1.0,0.0,0.0
//www.321books.co.uk/catalog/tesco/flowers.htm,1.0,1.0,0.0,0.0
//www.actuaries.org.uk,1.0,1.0,0.0,0.0
//www.animalethics.org.uk/i-ch2-1-animalethics.html,1.0,1.0,0.0,0.0
//www.annalsofgeophysics.eu/index.php/annals/issue/view/482,1.0,1.0,0.0,0.0
//www.bioethicsforum.info,1.0,1.0,0.0,0.0
//www.bioeticaunbosque.edu.co/,1.0,1.0,0.0,0.0
//www.britannica.com/eb/article-9106054/eth,1.0,1.0,0.0,0.0
//www.buddhiwadi.org/ethics.htm,1.0,1.0,0.0,0.0
//www.ceunit.com/content/psychologistethics.htm,1.0,1.0,0.0,0.0
//www.desiringgod.org,1.0,1.0,0.0,0.0
//www.drsusanblock.com/ethicalhedonism.htm,1.0,1.0,0.0,0.0
//www.equraninstitute.com,1.0,1.0,0.0,0.0
//www.eskieserler.com/dosyalar/mpdf,1.0,1.0,0.0,0.0
//www.ethicalleadershipgroup.com,1.0,1.0,0.0,0.0
//www.ethicism.com,1.0,1.0,0.0,0.0
//www.ethicsandentrepreneurship.org/,1.0,1.0,0.0,0.0
//www.etymonline.com/index.php,1.0,1.0,0.0,0.0
//www.getceusnow.com/portal/file/ethics.htm,1.0,1.0,0.0,0.0
//www.halo2forum.com,1.0,1.0,0.0,0.0
//www.iapg.geoethics.org/,1.0,1.0,0.0,0.0
//www.iep.utm.edu/b/bonhoeff.htm,1.0,1.0,0.0,0.0
//www.implicity.org/ethics/,1.0,1.0,0.0,0.0
//www.implicity.org/ethics/ethics17.htm,1.0,1.0,0.0,0.0
//www.in-mind.org/artikelen/fairness-judgments-genuine-morality-or-disguised-egocentrism.html,1.0,1.0,0.0,0.0
//www.intelligenceispower.com/,1.0,1.0,0.0,0.0
//www.klice.co.uk,1.0,1.0,0.0,0.0
//www.knowledgeresearchforum.org,1.0,1.0,0.0,0.0
//www.myfreecoursesonline.com/marketing/international-business-eth,1.0,1.0,0.0,0.0
//www.naturalchild.org/robin_grille/good_children.html,1.0,1.0,0.0,0.0
//www.onislam.net/english/reading-islam/living-islam/growing-in-faith/453820-islam-a-life-of-ethics-a-morality-.html,1.0,1.0,0.0,0.0
//www.pelendrek.com/hoodia/gnc,1.0,1.0,0.0,0.0
//www.pelendrek.com/hoodia/h57,1.0,1.0,0.0,0.0
//www.pelendrek.com/hoodia/hoodia-57.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/hoodia/hoodia-60-minutes.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/hoodia/hoodia-750.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/nexium/nexium-cheapest.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/nexium/nexium-dosage.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/nexium/nexium-iv.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/paxil/cr-effects-paxil-side.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/paxil/cr-paxil-recall.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/paxil/cr-paxil-withdrawal.htm,1.0,1.0,0.0,0.0
//www.pelendrek.com/paxil/cr-paxil.htm,1.0,1.0,0.0,0.0
//www.public.asu.edu/~sheilrod/,1.0,1.0,0.0,0.0
//www.publishersrow.com/preview/previewpage.asp,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/levitra/levitra-pill-price.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/levitra/levitra-pill.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/levitra/levitra-prescription.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/paxil/paxil-pill.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/paxil/paxil-prescription.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/paxil/paxil-progress.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/paxil/paxil-quitting.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/phentermine/how-does-phentermine-work.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/phentermine/hycrococone-phentermine.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/phentermine/indiana-phentermine.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/phentermine/ink-phentermine-prescription.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/phentermine/kboston.com-link-phentermine.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/propecia/hair,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/propecia/hair-loss-propecia-treatment.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/propecia/hair-propecia.html,1.0,1.0,0.0,0.0
//www.republika.pl/stranasmer/propecia/in-licensed-propecia-uk.html,1.0,1.0,0.0,0.0
//www.rightsphilosophyforum.org/,1.0,1.0,0.0,0.0
//www.sofiatopia.org/equiaeon/behaviours.htm,1.0,1.0,0.0,0.0
//www.thecodeforglobalethics.com/,1.0,1.0,0.0,0.0
//www.theplacewithnoname.com/library/nud/p/selfloathing.htm,1.0,1.0,0.0,0.0
//www.turkce.nam,1.0,1.0,0.0,0.0
//www.virtualdissent.com,1.0,1.0,0.0,0.0
//www.wadeharvey.com/ethics_a_college_course.pdf,1.0,1.0,0.0,0.0
//www.youtube.com/watch,1.0,1.0,0.0,0.0
//wwwfacebookcom-urghart.blogspot.com/,1.0,1.0,0.0,0.0
/b,1.0,1.0,0.0,0.0
/h1,1.0,1.0,0.0,0.0
/math,1.0,1.0,0.0,0.0
/www.iep.utm.edu/ethics/,1.0,1.0,0.0,0.0
0253205220,1.0,1.0,0.0,0.0
050711,1.0,1.0,0.0,0.0
09234561824,1.0,1.0,0.0,0.0
09:01,1.0,1.0,0.0,0.0
1.1,1.0,1.0,0.0,0.0
1.2,1.0,1.0,0.0,0.0
1.3,1.0,1.0,0.0,0.0
1.3.1,1.0,1.0,0.0,0.0
1.3.2,1.0,1.0,0.0,0.0
1.4,1.0,1.0,0.0,0.0
1/10,1.0,1.0,0.0,0.0
100,1.0,1.0,0.0,0.0
10c,1.0,1.0,0.0,0.0
11-116,1.0,1.0,0.0,0.0
11/122,1.0,1.0,0.0,0.0
11111111111111111,1.0,1.0,0.0,0.0
1135,1.0,1.0,0.0,0.0
12:51,1.0,1.0,0.0,0.0
131,1.0,1.0,0.0,0.0
1403989680,1.0,1.0,0.0,0.0
150,1.0,1.0,0.0,0.0
15:58,1.0,1.0,0.0,0.0
165,1.0,1.0,0.0,0.0
1669,1.0,1.0,0.0,0.0
17-18,1.0,1.0,0.0,0.0
1788-1860,1.0,1.0,0.0,0.0
18th,1.0,1.0,0.0,0.0
1911,1.0,1.0,0.0,0.0
1966,1.0,1.0,0.0,0.0
1990-,1.0,1.0,0.0,0.0
"19:34,",1.0,1.0,0.0,0.0
1st,1.0,1.0,0.0,0.0
1|,1.0,1.0,0.0,0.0
2000000,1.0,1.0,0.0,0.0
2003,1.0,1.0,0.0,0.0
"2004,",1.0,1.0,0.0,0.0
2006:14,1.0,1.0,0.0,0.0
2007-02-13.,1.0,1.0,0.0,0.0
2009.,1.0,1.0,0.0,0.0
2010|reason=inclus,1.0,1.0,0.0,0.0
2014m,1.0,1.0,0.0,0.0
20:44,1.0,1.0,0.0,0.0
20th-centuri,1.0,1.0,0.0,0.0
227,1.0,1.0,0.0,0.0
28filoz,1.0,1.0,0.0,0.0
29,1.0,1.0,0.0,0.0
2c,1.0,1.0,0.0,0.0
2|,1.0,1.0,0.0,0.0
333,1.0,1.0,0.0,0.0
"34,",1.0,1.0,0.0,0.0
360,1.0,1.0,0.0,0.0
39.,1.0,1.0,0.0,0.0
3rd,1.0,1.0,0.0,0.0
44,1.0,1.0,0.0,0.0
45,1.0,1.0,0.0,0.0
46,1.0,1.0,0.0,0.0
482-6856,1.0,1.0,0.0,0.0
5.1,1.0,1.0,0.0,0.0
5.2,1.0,1.0,0.0,0.0
50,1.0,1.0,0.0,0.0
501,1.0,1.0,0.0,0.0
57,1.0,1.0,0.0,0.0
60-70.,1.0,1.0,0.0,0.0
6232024745,1.0,1.0,0.0,0.0
666,1.0,1.0,0.0,0.0
6856,1.0,1.0,0.0,0.0
750,1.0,1.0,0.0,0.0
8=,1.0,1.0,0.0,0.0
8lb,1.0,1.0,0.0,0.0
90,1.0,1.0,0.0,0.0
978-0-19-875163-2|url=,1.0,1.0,0.0,0.0
978-973-27-2427-9,1.0,1.0,0.0,0.0
9781566192712to,1.0,1.0,0.0,0.0
9lb,1.0,1.0,0.0,0.0
9th,1.0,1.0,0.0,0.0
=1–19,1.0,1.0,0.0,0.0
=======d,1.0,1.0,0.0,0.0
===appli,1.0,1.0,0.0,0.0
===contemporari,1.0,1.0,0.0,0.0
===cyrena,1.0,1.0,0.0,0.0
===ecology===,1.0,1.0,0.0,0.0
===machin,1.0,1.0,0.0,0.0
===metaethics===,1.0,1.0,0.0,0.0
===norm,1.0,1.0,0.0,0.0
===tyler,1.0,1.0,0.0,0.0
==divis,1.0,1.0,0.0,0.0
==emerg,1.0,1.0,0.0,0.0
==harmoni,1.0,1.0,0.0,0.0
==histor,1.0,1.0,0.0,0.0
==legal,1.0,1.0,0.0,0.0
==meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics====meta-ethics==,1.0,1.0,0.0,0.0
==tosun,1.0,1.0,0.0,0.0
=cavali,1.0,1.0,0.0,0.0
=dd,1.0,1.0,0.0,0.0
=extern,1.0,1.0,0.0,0.0
@,1.0,1.0,0.0,0.0
^that,1.0,1.0,0.0,0.0
aa,1.0,1.0,0.0,0.0
aafdsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssseth,1.0,1.0,0.0,0.0
aborigin,1.0,1.0,0.0,0.0
abotu,1.0,1.0,0.0,0.0
abouti,1.0,1.0,0.0,0.0
aboutth,1.0,1.0,0.0,0.0
abstract_id=984601,1.0,1.0,0.0,0.0
abuid,1.0,1.0,0.0,0.0
abvnvcnbƒgegaefsrtetyestyrsntonym,1.0,1.0,0.0,0.0
accordingli,1.0,1.0,0.0,0.0
across,1.0,1.0,0.0,0.0
actioncomprehens,1.0,1.0,0.0,0.0
actionstheir,1.0,1.0,0.0,0.0
actor,1.0,1.0,0.0,0.0
actuari,1.0,1.0,0.0,0.0
addddddddd,1.0,1.0,0.0,0.0
adher,1.0,1.0,0.0,0.0
admit,1.0,1.0,0.0,0.0
adresa,1.0,1.0,0.0,0.0
adriaan,1.0,1.0,0.0,0.0
aduyai./,1.0,1.0,0.0,0.0
adversari,1.0,1.0,0.0,0.0
advis,1.0,1.0,0.0,0.0
advisor,1.0,1.0,0.0,0.0
afl'a,1.0,1.0,0.0,0.0
afrikaan,1.0,1.0,0.0,0.0
afrikan,1.0,1.0,0.0,0.0
afterword,1.0,1.0,0.0,0.0
agrarian,1.0,1.0,0.0,0.0
ahamad,1.0,1.0,0.0,0.0
ahfjahahfudhfkjdfuiyeifhha,1.0,1.0,0.0,0.0
ahh,1.0,1.0,0.0,0.0
ahimsa,1.0,1.0,0.0,0.0
ahv,1.0,1.0,0.0,0.0
ajsdf,1.0,1.0,0.0,0.0
ak,1.0,1.0,0.0,0.0
aka,1.0,1.0,0.0,0.0
al-urf,1.0,1.0,0.0,0.0
al.,1.0,1.0,0.0,0.0
alambama,1.0,1.0,0.0,0.0
alambama..do,1.0,1.0,0.0,0.0
alcohol,1.0,1.0,0.0,0.0
allah,1.0,1.0,0.0,0.0
allen|location=u,1.0,1.0,0.0,0.0
also:,1.0,1.0,0.0,0.0
also|,1.0,1.0,0.0,0.0
amanda,1.0,1.0,0.0,0.0
ambigu,1.0,1.0,0.0,0.0
ambit,1.0,1.0,0.0,0.0
amd,1.0,1.0,0.0,0.0
anal,1.0,1.0,0.0,0.0
analyst,1.0,1.0,0.0,0.0
ancestor,1.0,1.0,0.0,0.0
ancestr,1.0,1.0,0.0,0.0
anciet,1.0,1.0,0.0,0.0
"and,",1.0,1.0,0.0,0.0
andphilosophi,1.0,1.0,0.0,0.0
angelaá,1.0,1.0,0.0,0.0
angri,1.0,1.0,0.0,0.0
anna,1.0,1.0,0.0,0.0
anshul,1.0,1.0,0.0,0.0
anteced,1.0,1.0,0.0,0.0
anthoni,1.0,1.0,0.0,0.0
anthro,1.0,1.0,0.0,0.0
anti,1.0,1.0,0.0,0.0
anti-polit,1.0,1.0,0.0,0.0
anticip,1.0,1.0,0.0,0.0
"any,",1.0,1.0,0.0,0.0
anyway,1.0,1.0,0.0,0.0
applieim,1.0,1.0,0.0,0.0
"apt,",1.0,1.0,0.0,0.0
architectur,1.0,1.0,0.0,0.0
arent,1.0,1.0,0.0,0.0
ari,1.0,1.0,0.0,0.0
aristotol,1.0,1.0,0.0,0.0
aritocrat,1.0,1.0,0.0,0.0
aros,1.0,1.0,0.0,0.0
arsen,1.0,1.0,0.0,0.0
ashley,1.0,1.0,0.0,0.0
asia==,1.0,1.0,0.0,0.0
asilom,1.0,1.0,0.0,0.0
asjrhwlhtohsdgtosnglnsldgnlsdnglsdnlsndflsdnflnknlhlojodjfotjsdfjgskdgjsdprichel,1.0,1.0,0.0,0.0
asneg,1.0,1.0,0.0,0.0
assemblag,1.0,1.0,0.0,0.0
assgment,1.0,1.0,0.0,0.0
assimil,1.0,1.0,0.0,0.0
assimilation-adapt,1.0,1.0,0.0,0.0
ate,1.0,1.0,0.0,0.0
athen,1.0,1.0,0.0,0.0
athenian,1.0,1.0,0.0,0.0
athenica,1.0,1.0,0.0,0.0
ather,1.0,1.0,0.0,0.0
