,count added,count deleted,added - deleted,abs(added - deleted)
colleagu,2.0,2.0,0.0,0.0
compassion|car,2.0,2.0,0.0,0.0
comprehens,2.0,2.0,0.0,0.0
configur,2.0,2.0,0.0,0.0
confin,2.0,2.0,0.0,0.0
confront,2.0,2.0,0.0,0.0
consensu,2.0,2.0,0.0,0.0
consequences:,2.0,2.0,0.0,0.0
consideration.,2.0,2.0,0.0,0.0
conspicu,2.0,2.0,0.0,0.0
contact,2.0,2.0,0.0,0.0
contrari,2.0,2.0,0.0,0.0
contribut,2.0,2.0,0.0,0.0
conveni,2.0,2.0,0.0,0.0
convinc,2.0,2.0,0.0,0.0
cooperation.,2.0,2.0,0.0,0.0
corollari,2.0,2.0,0.0,0.0
costli,2.0,2.0,0.0,0.0
court,2.0,2.0,0.0,0.0
cow,2.0,2.0,0.0,0.0
coward,2.0,2.0,0.0,0.0
crap,2.0,2.0,0.0,0.0
crazi,2.0,2.0,0.0,0.0
cri,2.0,2.0,0.0,0.0
cruis,2.0,2.0,0.0,0.0
crumlin,2.0,2.0,0.0,0.0
cuas,2.0,2.0,0.0,0.0
cuckoo,2.0,2.0,0.0,0.0
dale_earnhardt|,2.0,2.0,0.0,0.0
data|url=http,2.0,2.0,0.0,0.0
daughter,2.0,2.0,0.0,0.0
decad,2.0,2.0,0.0,0.0
decent,2.0,2.0,0.0,0.0
defens,2.0,2.0,0.0,0.0
defenseless,2.0,2.0,0.0,0.0
degeneraci,2.0,2.0,0.0,0.0
denial,2.0,2.0,0.0,0.0
der,2.0,2.0,0.0,0.0
destini,2.0,2.0,0.0,0.0
destroy,2.0,2.0,0.0,0.0
devic,2.0,2.0,0.0,0.0
devoid,2.0,2.0,0.0,0.0
dialect,2.0,2.0,0.0,0.0
difer,2.0,2.0,0.0,0.0
dilig,2.0,2.0,0.0,0.0
discov,2.0,2.0,0.0,0.0
disgust,2.0,2.0,0.0,0.0
dish,2.0,2.0,0.0,0.0
dissimilar,2.0,2.0,0.0,0.0
distinghuish,2.0,2.0,0.0,0.0
divorec,2.0,2.0,0.0,0.0
documentari,2.0,2.0,0.0,0.0
doi:,2.0,2.0,0.0,0.0
doo,2.0,2.0,0.0,0.0
driven,2.0,2.0,0.0,0.0
dualist,2.0,2.0,0.0,0.0
dumb,2.0,2.0,0.0,0.0
durka,2.0,2.0,0.0,0.0
earn,2.0,2.0,0.0,0.0
easi,2.0,2.0,0.0,0.0
economist|accessdate=5,2.0,2.0,0.0,0.0
effort,2.0,2.0,0.0,0.0
ego,2.0,2.0,0.0,0.0
eleni,2.0,2.0,0.0,0.0
employ,2.0,2.0,0.0,0.0
endlessli,2.0,2.0,0.0,0.0
english,2.0,2.0,0.0,0.0
environment,2.0,2.0,0.0,0.0
equival,2.0,2.0,0.0,0.0
estim,2.0,2.0,0.0,0.0
evapor,2.0,2.0,0.0,0.0
evidenc,2.0,2.0,0.0,0.0
evolutionionari,2.0,2.0,0.0,0.0
exempt,2.0,2.0,0.0,0.0
expel,2.0,2.0,0.0,0.0
expert-subject|1=philosophy|date=april,2.0,2.0,0.0,0.0
fact|date=jun,2.0,2.0,0.0,0.0
fantasi,2.0,2.0,0.0,0.0
fare,2.0,2.0,0.0,0.0
fat,2.0,2.0,0.0,0.0
fatti,2.0,2.0,0.0,0.0
featur,2.0,2.0,0.0,0.0
fellow,2.0,2.0,0.0,0.0
filosofica,2.0,2.0,0.0,0.0
finish,2.0,2.0,0.0,0.0
firm,2.0,2.0,0.0,0.0
flaw,2.0,2.0,0.0,0.0
flip,2.0,2.0,0.0,0.0
foolish,2.0,2.0,0.0,0.0
foul,2.0,2.0,0.0,0.0
foundaton,2.0,2.0,0.0,0.0
fourth,2.0,2.0,0.0,0.0
frequenc,2.0,2.0,0.0,0.0
fy,2.0,2.0,0.0,0.0
giant,2.0,2.0,0.0,0.0
gift,2.0,2.0,0.0,0.0
global,2.0,2.0,0.0,0.0
globe,2.0,2.0,0.0,0.0
god-given,2.0,2.0,0.0,0.0
godhead,2.0,2.0,0.0,0.0
god’,2.0,2.0,0.0,0.0
gold,2.0,2.0,0.0,0.0
gratif,2.0,2.0,0.0,0.0
grey,2.0,2.0,0.0,0.0
grown,2.0,2.0,0.0,0.0
guarante,2.0,2.0,0.0,0.0
hair,2.0,2.0,0.0,0.0
hare,2.0,2.0,0.0,0.0
hate,2.0,2.0,0.0,0.0
hear,2.0,2.0,0.0,0.0
hierarchi,2.0,2.0,0.0,0.0
hitler,2.0,2.0,0.0,0.0
hole,2.0,2.0,0.0,0.0
honey,2.0,2.0,0.0,0.0
honeyguid,2.0,2.0,0.0,0.0
hook,2.0,2.0,0.0,0.0
humankind,2.0,2.0,0.0,0.0
hunger,2.0,2.0,0.0,0.0
img,2.0,2.0,0.0,0.0
immens,2.0,2.0,0.0,0.0
immoralist|th,2.0,2.0,0.0,0.0
immoralityinternational.com,2.0,2.0,0.0,0.0
impart,2.0,2.0,0.0,0.0
implic,2.0,2.0,0.0,0.0
importantli,2.0,2.0,0.0,0.0
income|url=http,2.0,2.0,0.0,0.0
increasingli,2.0,2.0,0.0,0.0
indissolubl,2.0,2.0,0.0,0.0
inequ,2.0,2.0,0.0,0.0
inequality|url=http,2.0,2.0,0.0,0.0
infecti,2.0,2.0,0.0,0.0
ingroup-outgroup,2.0,2.0,0.0,0.0
injustic,2.0,2.0,0.0,0.0
instant,2.0,2.0,0.0,0.0
intitle|accept,2.0,2.0,0.0,0.0
intitle|allow,2.0,2.0,0.0,0.0
irony|iron,2.0,2.0,0.0,0.0
isnt,2.0,2.0,0.0,0.0
jem,2.0,2.0,0.0,0.0
jhg,2.0,2.0,0.0,0.0
job,2.0,2.0,0.0,0.0
jordan,2.0,2.0,0.0,0.0
juliet,2.0,2.0,0.0,0.0
jv,2.0,2.0,0.0,0.0
kaya,2.0,2.0,0.0,0.0
kick,2.0,2.0,0.0,0.0
knew,2.0,2.0,0.0,0.0
kolej,2.0,2.0,0.0,0.0
kritik,2.0,2.0,0.0,0.0
ky,2.0,2.0,0.0,0.0
labroid,2.0,2.0,0.0,0.0
ladi,2.0,2.0,0.0,0.0
lauren,2.0,2.0,0.0,0.0
lawlor,2.0,2.0,0.0,0.0
lawton|first1=,2.0,2.0,0.0,0.0
legitimaci,2.0,2.0,0.0,0.0
life-cycl,2.0,2.0,0.0,0.0
light,2.0,2.0,0.0,0.0
liklihood,2.0,2.0,0.0,0.0
listen,2.0,2.0,0.0,0.0
lmfao,2.0,2.0,0.0,0.0
lone,2.0,2.0,0.0,0.0
loserish,2.0,2.0,0.0,0.0
lost,2.0,2.0,0.0,0.0
louis,2.0,2.0,0.0,0.0
macintyr,2.0,2.0,0.0,0.0
made-up,2.0,2.0,0.0,0.0
marangatu,2.0,2.0,0.0,0.0
mariag,2.0,2.0,0.0,0.0
mark:23,2.0,2.0,0.0,0.0
marti,2.0,2.0,0.0,0.0
masilang,2.0,2.0,0.0,0.0
masturb,2.0,2.0,0.0,0.0
meat,2.0,2.0,0.0,0.0
memet,2.0,2.0,0.0,0.0
mess,2.0,2.0,0.0,0.0
michael,2.0,2.0,0.0,0.0
middl,2.0,2.0,0.0,0.0
miguel,2.0,2.0,0.0,0.0
misde,2.0,2.0,0.0,0.0
misread,2.0,2.0,0.0,0.0
misunderstand,2.0,2.0,0.0,0.0
misunderstood,2.0,2.0,0.0,0.0
mollusc,2.0,2.0,0.0,0.0
montaño,2.0,2.0,0.0,0.0
moralities===,2.0,2.0,0.0,0.0
moralno,2.0,2.0,0.0,0.0
moreland,2.0,2.0,0.0,0.0
mostli,2.0,2.0,0.0,0.0
mountain,2.0,2.0,0.0,0.0
murder—,2.0,2.0,0.0,0.0
myself,2.0,2.0,0.0,0.0
n,2.0,2.0,0.0,0.0
nasti,2.0,2.0,0.0,0.0
naught,2.0,2.0,0.0,0.0
near,2.0,2.0,0.0,0.0
nearest,2.0,2.0,0.0,0.0
nectar,2.0,2.0,0.0,0.0
neither,2.0,2.0,0.0,0.0
ni,2.0,2.0,0.0,0.0
nichol,2.0,2.0,0.0,0.0
nicomachean,2.0,2.0,0.0,0.0
nigger,2.0,2.0,0.0,0.0
north,2.0,2.0,0.0,0.0
notic,2.0,2.0,0.0,0.0
"now,",2.0,2.0,0.0,0.0
nub,2.0,2.0,0.0,0.0
objectivist,2.0,2.0,0.0,0.0
observacion,2.0,2.0,0.0,0.0
oc,2.0,2.0,0.0,0.0
octopu,2.0,2.0,0.0,0.0
octopus,2.0,2.0,0.0,0.0
oh,2.0,2.0,0.0,0.0
ok,2.0,2.0,0.0,0.0
ongo,2.0,2.0,0.0,0.0
oral,2.0,2.0,0.0,0.0
origen,2.0,2.0,0.0,0.0
ostrich,2.0,2.0,0.0,0.0
overpow,2.0,2.0,0.0,0.0
overt,2.0,2.0,0.0,0.0
overus,2.0,2.0,0.0,0.0
oxforddictionaries.com,2.0,2.0,0.0,0.0
panel,2.0,2.0,0.0,0.0
pant,2.0,2.0,0.0,0.0
paradox,2.0,2.0,0.0,0.0
pentateuch,2.0,2.0,0.0,0.0
"people,",2.0,2.0,0.0,0.0
per,2.0,2.0,0.0,0.0
personnn,2.0,2.0,0.0,0.0
pervers,2.0,2.0,0.0,0.0
philippe|title=cross-n,2.0,2.0,0.0,0.0
philopsoph,2.0,2.0,0.0,0.0
philosph,2.0,2.0,0.0,0.0
philsoph,2.0,2.0,0.0,0.0
photobucket,2.0,2.0,0.0,0.0
physic,2.0,2.0,0.0,0.0
physiolog,2.0,2.0,0.0,0.0
piec,2.0,2.0,0.0,0.0
plea,2.0,2.0,0.0,0.0
plu,2.0,2.0,0.0,0.0
polar,2.0,2.0,0.0,0.0
politican,2.0,2.0,0.0,0.0
poo,2.0,2.0,0.0,0.0
poor,2.0,2.0,0.0,0.0
pop,2.0,2.0,0.0,0.0
pork,2.0,2.0,0.0,0.0
portal,2.0,2.0,0.0,0.0
pose,2.0,2.0,0.0,0.0
potlatch,2.0,2.0,0.0,0.0
pre-instal,2.0,2.0,0.0,0.0
preserv,2.0,2.0,0.0,0.0
pretend,2.0,2.0,0.0,0.0
procreat,2.0,2.0,0.0,0.0
profess,2.0,2.0,0.0,0.0
profound,2.0,2.0,0.0,0.0
programm,2.0,2.0,0.0,0.0
prosecut,2.0,2.0,0.0,0.0
prostat,2.0,2.0,0.0,0.0
pubic,2.0,2.0,0.0,0.0
puke,2.0,2.0,0.0,0.0
quandari,2.0,2.0,0.0,0.0
r-k,2.0,2.0,0.0,0.0
ratel,2.0,2.0,0.0,0.0
rate—ar,2.0,2.0,0.0,0.0
rationologist,2.0,2.0,0.0,0.0
red,2.0,2.0,0.0,0.0
redirect2|immoralist|impropriety|th,2.0,2.0,0.0,0.0
redistribut,2.0,2.0,0.0,0.0
region=u,2.0,2.0,0.0,0.0
reinen,2.0,2.0,0.0,0.0
"religiosity,",2.0,2.0,0.0,0.0
remov,2.0,2.0,0.0,0.0
repay,2.0,2.0,0.0,0.0
repeatedli,2.0,2.0,0.0,0.0
represent,2.0,2.0,0.0,0.0
responsibil,2.0,2.0,0.0,0.0
retribut,2.0,2.0,0.0,0.0
reveng,2.0,2.0,0.0,0.0
revista,2.0,2.0,0.0,0.0
revolut,2.0,2.0,0.0,0.0
river,2.0,2.0,0.0,0.0
romeo,2.0,2.0,0.0,0.0
rosal,2.0,2.0,0.0,0.0
rumin,2.0,2.0,0.0,0.0
sacr,2.0,2.0,0.0,0.0
samaritan,2.0,2.0,0.0,0.0
sammich,2.0,2.0,0.0,0.0
sarah,2.0,2.0,0.0,0.0
scandanavian,2.0,2.0,0.0,0.0
scientist,2.0,2.0,0.0,0.0
scratch,2.0,2.0,0.0,0.0
send,2.0,2.0,0.0,0.0
sent,2.0,2.0,0.0,0.0
sentinel,2.0,2.0,0.0,0.0
sexi,2.0,2.0,0.0,0.0
sexuali,2.0,2.0,0.0,0.0
shah,2.0,2.0,0.0,0.0
shakespear,2.0,2.0,0.0,0.0
shaun,2.0,2.0,0.0,0.0
sheer,2.0,2.0,0.0,0.0
shortli,2.0,2.0,0.0,0.0
sibl,2.0,2.0,0.0,0.0
sikat,2.0,2.0,0.0,0.0
smack,2.0,2.0,0.0,0.0
smaller,2.0,2.0,0.0,0.0
snail,2.0,2.0,0.0,0.0
socioeconom,2.0,2.0,0.0,0.0
sole,2.0,2.0,0.0,0.0
solut,2.0,2.0,0.0,0.0
soon,2.0,2.0,0.0,0.0
specul,2.0,2.0,0.0,0.0
squawk,2.0,2.0,0.0,0.0
src=,2.0,2.0,0.0,0.0
steve,2.0,2.0,0.0,0.0
stick,2.0,2.0,0.0,0.0
stingi,2.0,2.0,0.0,0.0
stop,2.0,2.0,0.0,0.0
storytel,2.0,2.0,0.0,0.0
strike,2.0,2.0,0.0,0.0
strip,2.0,2.0,0.0,0.0
strive,2.0,2.0,0.0,0.0
sultan,2.0,2.0,0.0,0.0
summon,2.0,2.0,0.0,0.0
super-octopu,2.0,2.0,0.0,0.0
superscript,2.0,2.0,0.0,0.0
sure,2.0,2.0,0.0,0.0
symmetr,2.0,2.0,0.0,0.0
symmetri,2.0,2.0,0.0,0.0
tabl,2.0,2.0,0.0,0.0
target=,2.0,2.0,0.0,0.0
taught,2.0,2.0,0.0,0.0
tax,2.0,2.0,0.0,0.0
technic,2.0,2.0,0.0,0.0
tellin,2.0,2.0,0.0,0.0
that’,2.0,2.0,0.0,0.0
theoret,2.0,2.0,0.0,0.0
theory»,2.0,2.0,0.0,0.0
till,2.0,2.0,0.0,0.0
titti,2.0,2.0,0.0,0.0
toe,2.0,2.0,0.0,0.0
tortois,2.0,2.0,0.0,0.0
"towards,",2.0,2.0,0.0,0.0
transact,2.0,2.0,0.0,0.0
transfer,2.0,2.0,0.0,0.0
transgress,2.0,2.0,0.0,0.0
translat,2.0,2.0,0.0,0.0
tsunami,2.0,2.0,0.0,0.0
tt,2.0,2.0,0.0,0.0
typcial,2.0,2.0,0.0,0.0
ugli,2.0,2.0,0.0,0.0
unborn,2.0,2.0,0.0,0.0
understood,2.0,2.0,0.0,0.0
unequ,2.0,2.0,0.0,0.0
unfit,2.0,2.0,0.0,0.0
unfortun,2.0,2.0,0.0,0.0
unimped,2.0,2.0,0.0,0.0
unless,2.0,2.0,0.0,0.0
unlucki,2.0,2.0,0.0,0.0
uphold,2.0,2.0,0.0,0.0
usus,2.0,2.0,0.0,0.0
utltim,2.0,2.0,0.0,0.0
variat,2.0,2.0,0.0,0.0
veblen,2.0,2.0,0.0,0.0
verbal,2.0,2.0,0.0,0.0
verdict,2.0,2.0,0.0,0.0
vigilant,2.0,2.0,0.0,0.0
virtual,2.0,2.0,0.0,0.0
visual,2.0,2.0,0.0,0.0
wait,2.0,2.0,0.0,0.0
water,2.0,2.0,0.0,0.0
weaker,2.0,2.0,0.0,0.0
wealth==,2.0,2.0,0.0,0.0
websit,2.0,2.0,0.0,0.0
webster,2.0,2.0,0.0,0.0
web|last=barry|first=christian|title=redistribution|url=http,2.0,2.0,0.0,0.0
web|last=lee|first=yoonseok|title=incom,2.0,2.0,0.0,0.0
web|last=parsley|first=j.travis|title=bas,2.0,2.0,0.0,0.0
web|last=rushton|first=j,2.0,2.0,0.0,0.0
weep,2.0,2.0,0.0,0.0
went,2.0,2.0,0.0,0.0
westrern,2.0,2.0,0.0,0.0
wheelchair,2.0,2.0,0.0,0.0
whilst,2.0,2.0,0.0,0.0
whore,2.0,2.0,0.0,0.0
wikt,2.0,2.0,0.0,0.0
wild,2.0,2.0,0.0,0.0
wise,2.0,2.0,0.0,0.0
woman===,2.0,2.0,0.0,0.0
womb,2.0,2.0,0.0,0.0
wonder,2.0,2.0,0.0,0.0
worker,2.0,2.0,0.0,0.0
world-view,2.0,2.0,0.0,0.0
worst,2.0,2.0,0.0,0.0
wrass,2.0,2.0,0.0,0.0
writer,2.0,2.0,0.0,0.0
"wrong,",2.0,2.0,0.0,0.0
yeh,2.0,2.0,0.0,0.0
yo,2.0,2.0,0.0,0.0
younger,2.0,2.0,0.0,0.0
you’r,2.0,2.0,0.0,0.0
|journal,2.0,2.0,0.0,0.0
~~~~insert,2.0,2.0,0.0,0.0
«axiomat,2.0,2.0,0.0,0.0
әхлак,2.0,2.0,0.0,0.0
—are,2.0,2.0,0.0,0.0
“right”,2.0,2.0,0.0,0.0
“wrong”,2.0,2.0,0.0,0.0
♥,2.0,2.0,0.0,0.0
''a,1.0,1.0,0.0,0.0
''hello,1.0,1.0,0.0,0.0
''intent,1.0,1.0,0.0,0.0
''ital,1.0,1.0,0.0,0.0
''onislam.net,1.0,1.0,0.0,0.0
'==anthropolog,1.0,1.0,0.0,0.0
'a,1.0,1.0,0.0,0.0
'alway,1.0,1.0,0.0,0.0
'anticip,1.0,1.0,0.0,0.0
'bad,1.0,1.0,0.0,0.0
'byproduct,1.0,1.0,0.0,0.0
'conspicu,1.0,1.0,0.0,0.0
'correct,1.0,1.0,0.0,0.0
'dged,1.0,1.0,0.0,0.0
'ee,1.0,1.0,0.0,0.0
'em,1.0,1.0,0.0,0.0
'g,1.0,1.0,0.0,0.0
'game,1.0,1.0,0.0,0.0
'guiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,1.0,1.0,0.0,0.0
'imag,1.0,1.0,0.0,0.0
'immor,1.0,1.0,0.0,0.0
'incorrect,1.0,1.0,0.0,0.0
'misfir,1.0,1.0,0.0,0.0
'mistak,1.0,1.0,0.0,0.0
'on,1.0,1.0,0.0,0.0
'ought,1.0,1.0,0.0,0.0
'person,1.0,1.0,0.0,0.0
'reciproc,1.0,1.0,0.0,0.0
'stabl,1.0,1.0,0.0,0.0
'start,1.0,1.0,0.0,0.0
've,1.0,1.0,0.0,0.0
'you,1.0,1.0,0.0,0.0
*75,1.0,1.0,0.0,0.0
*kerley,1.0,1.0,0.0,0.0
*most,1.0,1.0,0.0,0.0
+,1.0,1.0,0.0,0.0
-3,1.0,1.0,0.0,0.0
-5,1.0,1.0,0.0,0.0
-9,1.0,1.0,0.0,0.0
..mga,1.0,1.0,0.0,0.0
.and,1.0,1.0,0.0,0.0
.com,1.0,1.0,0.0,0.0
.o,1.0,1.0,0.0,0.0
.poop,1.0,1.0,0.0,0.0
.thi,1.0,1.0,0.0,0.0
//allphilosophers.com/nietzsche/nietzsche_chapter5.html,1.0,1.0,0.0,0.0
//atheistprinciples.tripod.com/discussions.htm,1.0,1.0,0.0,0.0
//book,1.0,1.0,0.0,0.0
//churian.org/index.htm,1.0,1.0,0.0,0.0
//dictionary.reference.com/browse/eth,1.0,1.0,0.0,0.0
//donoevil.blogspot.com/,1.0,1.0,0.0,0.0
//ethicalrealism.wordpress.com/2009/09/16/what-is-moral-realism/,1.0,1.0,0.0,0.0
//familyskinnydippers.com/public/morality.php,1.0,1.0,0.0,0.0
//farrightwing.blogspot.com/,1.0,1.0,0.0,0.0
//forums.philosophyforums.com/threads/morality-part-of-human-nature-or-merely-a-byproduct-57635-2.html,1.0,1.0,0.0,0.0
//health.yahoo.com/experts/menlovesex/52666/whats-your-mans-fighting-styl,1.0,1.0,0.0,0.0
//hu.wikipedia.org/wiki/erk,1.0,1.0,0.0,0.0
//i37.photobucket.com/albums/e86/dutch28x/mlmcjm.jpg,1.0,1.0,0.0,0.0
//i37.photobucket.com/albums/e86/dutch28x/whcrackin.jpg,1.0,1.0,0.0,0.0
//mulliganstew.wordpress.com/2006/08/16/virtues-and-values/,1.0,1.0,0.0,0.0
//nice2feel.blogspot.com,1.0,1.0,0.0,0.0
//oxforddictionaries.com/definition/eth,1.0,1.0,0.0,0.0
//oxforddictionaries.com/definition/mor,1.0,1.0,0.0,0.0
//papers.ssrn.com/sol3/papers.cfm,1.0,1.0,0.0,0.0
//philosophytalk.org/pastshows/moraldilemmas.htm,1.0,1.0,0.0,0.0
//plato.stanford.edu/entries/morality-biology/notes.html,1.0,1.0,0.0,0.0
//plato.stanford.edu/entries/morality-definition/|title=,1.0,1.0,0.0,0.0
//property-theory-eng.narod.ru/,1.0,1.0,0.0,0.0
//psychcentral.com/lib/2006/shame-the-quintessential-emotion/,1.0,1.0,0.0,0.0
//rejectshame.r2bw.com/rsabuse.html,1.0,1.0,0.0,0.0
//socialworkerdiaries.blogspot.in/,1.0,1.0,0.0,0.0
//the-inner-circle.org/writings/jc.html,1.0,1.0,0.0,0.0
//video.google.com/videoplay,1.0,1.0,0.0,0.0
//www,1.0,1.0,0.0,0.0
//www.animalethics.org.uk,1.0,1.0,0.0,0.0
//www.barna.org/barna-update/article/15-familykids/42-new-marriage-and-divorce-statistics-releas,1.0,1.0,0.0,0.0
//www.craigslist.org/about/best/wdc/205576820.html,1.0,1.0,0.0,0.0
//www.example.com,1.0,1.0,0.0,0.0
//www.frostcloud.com/forum/forumdisplay.php,1.0,1.0,0.0,0.0
//www.heretical.com/miscella/onwomen.html,1.0,1.0,0.0,0.0
//www.iep.utm.edu/e/eth,1.0,1.0,0.0,0.0
//www.intelligenceispower.com/,1.0,1.0,0.0,0.0
//www.iol.co.za/index.php,1.0,1.0,0.0,0.0
//www.lifetheory.com/,1.0,1.0,0.0,0.0
//www.meaninginmylife.com/objective_morality_ethics_good.html,1.0,1.0,0.0,0.0
//www.meatholes.com,1.0,1.0,0.0,0.0
//www.naturalchild.org/robin_grille/good_children.html,1.0,1.0,0.0,0.0
//www.nybooks.com/articles/archives/2012/dec/06/taste-being-moral/,1.0,1.0,0.0,0.0
//www.onislam.net/english/reading-islam/living-islam/growing-in-faith/453820-islam-a-life-of-ethics-a-morality-.html,1.0,1.0,0.0,0.0
//www.philosophyblog.com,1.0,1.0,0.0,0.0
//www.psychologytoday.com/,1.0,1.0,0.0,0.0
//www.request.org.uk/main/basics/rightandwrong/rightandwrong01.htm,1.0,1.0,0.0,0.0
//www.ted.com/talks/paul_zak_trust_morality_and_oxytocin.html,1.0,1.0,0.0,0.0
//www.theplacewithnoname.com/library/nud/p/selfloathing.htm,1.0,1.0,0.0,0.0
//www.thewarningsigns.blogspot.com,1.0,1.0,0.0,0.0
//www.unc.edu/~knobe/phil109/prinz.pdf,1.0,1.0,0.0,0.0
//www.vitalsign.md,1.0,1.0,0.0,0.0
//www.vitalsigns.md,1.0,1.0,0.0,0.0
//www.washingtonpost.com/wp-dyn/content/article/2007/05/27/ar2007052701056.html,1.0,1.0,0.0,0.0
/kitchen/,1.0,1.0,0.0,0.0
/new,1.0,1.0,0.0,0.0
/p,1.0,1.0,0.0,0.0
/sanctiti,1.0,1.0,0.0,0.0
/www.barna.org/barna-update/article/15-familykids/42-new-marriage-and-divorce-statistics-released|title=,1.0,1.0,0.0,0.0
0110a.jpg|250px,1.0,1.0,0.0,0.0
058.jpg|250px,1.0,1.0,0.0,0.0
07:04,1.0,1.0,0.0,0.0
085,1.0,1.0,0.0,0.0
10.1023/a:1020611606754,1.0,1.0,0.0,0.0
1009,1.0,1.0,0.0,0.0
1023/b,1.0,1.0,0.0,0.0
1052,1.0,1.0,0.0,0.0
1059,1.0,1.0,0.0,0.0
1072,1.0,1.0,0.0,0.0
1083,1.0,1.0,0.0,0.0
1086,1.0,1.0,0.0,0.0
1088,1.0,1.0,0.0,0.0
10:49,1.0,1.0,0.0,0.0
1100,1.0,1.0,0.0,0.0
11:33,1.0,1.0,0.0,0.0
137–155,1.0,1.0,0.0,0.0
1400,1.0,1.0,0.0,0.0
1468,1.0,1.0,0.0,0.0
1493,1.0,1.0,0.0,0.0
1502,1.0,1.0,0.0,0.0
1505,1.0,1.0,0.0,0.0
1512,1.0,1.0,0.0,0.0
15995,1.0,1.0,0.0,0.0
16-year-old,1.0,1.0,0.0,0.0
17:55,1.0,1.0,0.0,0.0
17th,1.0,1.0,0.0,0.0
18:10,1.0,1.0,0.0,0.0
18th,1.0,1.0,0.0,0.0
1920,1.0,1.0,0.0,0.0
"1966,",1.0,1.0,0.0,0.0
1968,1.0,1.0,0.0,0.0
1980,1.0,1.0,0.0,0.0
1999,1.0,1.0,0.0,0.0
2004_-_indian_ocean_tsunami|implac,1.0,1.0,0.0,0.0
2008–103,1.0,1.0,0.0,0.0
2012|publisher=oxford,1.0,1.0,0.0,0.0
2025,1.0,1.0,0.0,0.0
20litwin|thumbnail|default|mr,1.0,1.0,0.0,0.0
23,1.0,1.0,0.0,0.0
24,1.0,1.0,0.0,0.0
24503,1.0,1.0,0.0,0.0
251,1.0,1.0,0.0,0.0
266,1.0,1.0,0.0,0.0
2ic,1.0,1.0,0.0,0.0
323,1.0,1.0,0.0,0.0
333–349,1.0,1.0,0.0,0.0
340,1.0,1.0,0.0,0.0
36947,1.0,1.0,0.0,0.0
377,1.0,1.0,0.0,0.0
391,1.0,1.0,0.0,0.0
3rd,1.0,1.0,0.0,0.0
4-minut,1.0,1.0,0.0,0.0
43,1.0,1.0,0.0,0.0
43rd,1.0,1.0,0.0,0.0
"500,000",1.0,1.0,0.0,0.0
666,1.0,1.0,0.0,0.0
"7,",1.0,1.0,0.0,0.0
70,1.0,1.0,0.0,0.0
7th,1.0,1.0,0.0,0.0
84,1.0,1.0,0.0,0.0
908-819-0284,1.0,1.0,0.0,0.0
952,1.0,1.0,0.0,0.0
958,1.0,1.0,0.0,0.0
978-0-19-960669-6|page=,1.0,1.0,0.0,0.0
978-0-306-81608-6,1.0,1.0,0.0,0.0
===critic,1.0,1.0,0.0,0.0
===dangers===,1.0,1.0,0.0,0.0
===darwinian,1.0,1.0,0.0,0.0
===maintain,1.0,1.0,0.0,0.0
===no===,1.0,1.0,0.0,0.0
===obtain,1.0,1.0,0.0,0.0
===physiolog,1.0,1.0,0.0,0.0
===yes===,1.0,1.0,0.0,0.0
==basic,1.0,1.0,0.0,0.0
==definition==,1.0,1.0,0.0,0.0
==delici,1.0,1.0,0.0,0.0
==ethic,1.0,1.0,0.0,0.0
==gallery==,1.0,1.0,0.0,0.0
==girl,1.0,1.0,0.0,0.0
==legal,1.0,1.0,0.0,0.0
==men-women,1.0,1.0,0.0,0.0
==moralled==,1.0,1.0,0.0,0.0
==religios,1.0,1.0,0.0,0.0
==videos==,1.0,1.0,0.0,0.0
=a,1.0,1.0,0.0,0.0
__toc__,1.0,1.0,0.0,0.0
a4jrt89o,1.0,1.0,0.0,0.0
